Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units
CHEMBL508112,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,IC50,,
CHEMBL2019149,COc1ccc2c(=O)c(-c3ccc(Cl)cc3)c(N)oc2c1,IC50,36700,nM
CHEMBL2019154,COc1ccc(-c2cc3cc(Cl)ccc3oc2=O)cc1,IC50,9330,nM
CHEMBL417,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,IC50,,
CHEMBL914,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,IC50,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,69.7,nM
CHEMBL1201117,COc1ccccc1OCC(O)COC(N)=O,IC50,,
CHEMBL421106,CCCCCCCCS(=O)(=O)CS(N)(=O)=O,IC50,22,nM
CHEMBL267345,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,IC50,,
CHEMBL2092885,CCN[C@@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,7.1,nM
CHEMBL1753,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,IC50,,
CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,IC50,,
CHEMBL1909054,,IC50,,
CHEMBL502896,Cl.NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,IC50,,
CHEMBL131,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,IC50,,
CHEMBL891,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,IC50,,
CHEMBL1096674,O=[N+]([O-])O[C@@H]1CC[C@H](Br)[C@@H]2CC[C@H]1O2,IC50,110000,nM
CHEMBL1094528,O=[N+]([O-])O[C@@H]1CC2c3ccccc3C1[C@@H]2O,IC50,98100,nM
CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,IC50,,
CHEMBL1388,Oc1ccc(OCc2ccccc2)cc1,IC50,,
CHEMBL43882,ClCC(Cl)Cl,IC50,,
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,IC50,,
CHEMBL685,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,IC50,,
CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,IC50,,
CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,IC50,,
CHEMBL1321154,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,IC50,,
CHEMBL1200633,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,IC50,,
CHEMBL488025,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,IC50,,
CHEMBL506247,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,IC50,,
CHEMBL679,CNC[C@H](O)c1ccc(O)c(O)c1,IC50,,
CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,IC50,,
CHEMBL319437,COC(=O)c1cc(S(N)(=O)=O)ccc1SCCCO,IC50,700,nM
CHEMBL104463,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)s1,IC50,6,nM
CHEMBL69114,CN(C)Cc1cc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)ccc1O,IC50,0.7,nM
CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,,
CHEMBL734,CC(=O)NO,IC50,47000,nM
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,IC50,,
CHEMBL1070,COc1ccc2cc(CCC(C)=O)ccc2c1,IC50,,
CHEMBL1200604,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,IC50,,
CHEMBL165124,CC(=O)Oc1ccc2oc(S(N)(=O)=O)cc2c1,IC50,6.5,nM
CHEMBL325372,COC(=O)c1ccc(O)cc1,IC50,,
CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,IC50,,
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,IC50,,
CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,IC50,,
CHEMBL30008,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,IC50,,
CHEMBL1201195,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,IC50,,
CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,IC50,,
CHEMBL1046,NCCCCCC(=O)O,IC50,,
CHEMBL286738,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,IC50,17,nM
CHEMBL211501,CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,IC50,,
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,IC50,43,nM
CHEMBL283196,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,IC50,,
CHEMBL340978,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,IC50,,
CHEMBL1371125,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,IC50,,
CHEMBL2440440,O=P(O)(O)C(Nc1ccc(C(F)(F)F)cc1)P(=O)(O)O,IC50,10000,nM
CHEMBL2440435,O=P(O)(O)C(Nc1cccc(C(F)(F)F)c1)P(=O)(O)O,IC50,10000,nM
CHEMBL545431,Cl.NS(=O)(=O)c1cc2cc(C(=O)NCCN3CCOCC3)sc2s1,IC50,2.9,nM
CHEMBL120018,NS(=O)(=O)c1ccc(S(=O)(=O)c2cccs2)s1,IC50,1.23027E+18,nM
CHEMBL158261,NS(=O)(=O)c1cc2c(s1)SCCC2=O,IC50,8.5,nM
CHEMBL553909,CN(C)Cc1cc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)ccc1O.Cl,IC50,7,nM
CHEMBL3098847,NS(=O)(=O)Oc1ccc2c(c1)OC(=O)C1CCCCCC21,IC50,22,nM
CHEMBL2440434,O=[N+]([O-])c1cc(NC(P(=O)(O)O)P(=O)(O)O)ccc1F,IC50,10000,nM
CHEMBL105688,NS(=O)(=O)c1ccc(CCCO)c(F)c1,IC50,20,nM
CHEMBL104621,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,IC50,2.3,nM
CHEMBL2336895,NS(=O)(=O)c1ccc(Nc2nnc(-c3ccc(C(F)(F)F)cc3)c3ccccc23)cc1,IC50,10000,nM
CHEMBL105080,NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2o1,IC50,5.6,nM
CHEMBL2252949,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,IC50,,
CHEMBL120409,NN1Nc2cc(S(N)(=O)=O)ccc2O1,IC50,4.36516E+14,nM
CHEMBL555153,Cl.NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(CN3CCOCC3)cc2)cs1,IC50,7.6,nM
CHEMBL544826,CCC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,IC50,26,nM
CHEMBL92401,CC(C)NNC(=O)c1ccncc1,IC50,,
CHEMBL460499,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,IC50,,
CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,IC50,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,48.3,nM
CHEMBL4084782,Cc1ccc(S)c2ncccc12,IC50,200000,nM
CHEMBL106848,NS(=O)(=O)c1ccc(SCCO)cc1,IC50,60,nM
CHEMBL507085,CC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)OC(C)(C)C,IC50,55,nM
CHEMBL508578,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/c4c(O)ccc5ccccc45)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,10,nM
CHEMBL443431,CC(=O)Cn1c(C)cc2c(-n3nc(C(=O)Nc4nnc(S(N)(=O)=O)s4)c(C(=O)c4ccccc4)c3-c3ccccc3)cccc21,IC50,100,nM
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,IC50,,
CHEMBL1873703,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,IC50,,
CHEMBL11359,,IC50,,
CHEMBL1554,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,IC50,,
CHEMBL196,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,,
CHEMBL1533910,COc1ccc(S(=O)(=O)Nc2ccccc2)cc1OC,IC50,50000,nM
CHEMBL447810,O=C(O)c1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],IC50,2800,nM
CHEMBL1375,O=C(O)c1cc(Cl)ccc1O,IC50,720,nM
CHEMBL175644,NS(=O)(=O)NCC1CCc2ccccc2O1,IC50,130000,nM
CHEMBL2408088,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)NC(=N)N)cc3)c(Cl)c2c1,IC50,100,nM
CHEMBL2336896,COc1cccc(-c2nnc(Nc3ccc(S(N)(=O)=O)cc3)c3ccccc23)c1,IC50,10000,nM
CHEMBL1909065,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C,IC50,,
CHEMBL220492,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,IC50,500,nM
CHEMBL2440433,,,,
CHEMBL3291011,O=P(O)(O)C(NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)P(=O)(O)O,IC50,2660,nM
CHEMBL2336897,NS(=O)(=O)c1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1,IC50,10000,nM
CHEMBL3084803,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,IC50,,
CHEMBL1094531,O=[N+]([O-])O[C@H]1CC[C@@H](O[N+](=O)[O-])[C@H](O)[C@@H]1O,IC50,129000,nM
CHEMBL2408073,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nccc(C)n4)cc3)c(Cl)c2c1,IC50,61,nM
CHEMBL2408090,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4cc(C)on4)cc3)c(Cl)c2c1,IC50,217,nM
CHEMBL2107687,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],IC50,,
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,IC50,43,nM
CHEMBL2408082,CC(C)(C)c1cc(C(C)(C)C)c2oc(=O)c(/C=N/c3ccc(S(=O)(=O)NC(=N)N)cc3)c(Cl)c2c1,IC50,103,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,16.2,nM
CHEMBL544129,Cl.NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(CNCc3ccccn3)cc2)cs1,IC50,8,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,3.4,nM
CHEMBL121137,CC(C)(C)C(=O)Oc1ccc2sc(S(N)(=O)=O)cc2c1,IC50,2.6,nM
CHEMBL557555,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,IC50,,
CHEMBL852,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,IC50,,
CHEMBL315221,NS(=O)(=O)c1cc2cccc(O)c2s1,IC50,11,nM
CHEMBL314569,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,IC50,2.3,nM
CHEMBL689,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,IC50,,
CHEMBL603,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,IC50,,
CHEMBL2392431,COc1ccc(Cl)cc1CNCCc1ccc(S(N)(=O)=O)cc1,IC50,670.72,nM
CHEMBL97034,,,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,20.02,nM
CHEMBL2392428,CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=C\C=C\c1ccccc1,IC50,33.13,nM
CHEMBL2392426,Cc1ccc(N2NC(=O)/C(=C/c3cccn3-c3ccc(S(N)(=O)=O)cc3)C2=O)cc1,IC50,27.16,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,21,nM
CHEMBL2336899,NS(=O)(=O)c1cccc(Nc2nnc(-c3ccc(C(F)(F)F)cc3)c3ccccc23)c1,IC50,10000,nM
CHEMBL42442,COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1,IC50,,
CHEMBL164290,CCN(CC)N=O,IC50,,
CHEMBL458019,C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-],IC50,,
CHEMBL70586,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,IC50,,
CHEMBL1200600,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,,
CHEMBL521606,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,IC50,,
CHEMBL45,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,IC50,,
CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,IC50,,
CHEMBL84158,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,IC50,,
CHEMBL1463,Nc1nc(=O)[nH]cc1F,IC50,,
CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,IC50,,
CHEMBL2172745,,,,
CHEMBL2172748,,,,
CHEMBL2170080,,,,
CHEMBL2170079,,,,
CHEMBL1801472,,,,
CHEMBL97951,,,,
CHEMBL4533978,CN(C)S(=O)(=O)Oc1ccc(-c2ccc3occc3c2)cc1,IC50,1230,nM
CHEMBL4632577,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccccc2Cl)nn1,IC50,13980,nM
CHEMBL4641866,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2cccc(Cl)c2)nn1,IC50,6760,nM
CHEMBL445982,CCOC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)c1ccccc1,IC50,600,nM
CHEMBL499578,CCOC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)OCC,IC50,710,nM
CHEMBL508578,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/c4c(O)ccc5ccccc45)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,20,nM
CHEMBL4538894,COc1ccc(C(=O)NC(=S)Nc2cccc(S(N)(=O)=O)c2)cc1,IC50,908.13,nM
CHEMBL3237492,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2ccccc2Cl)c1,IC50,276.83,nM
CHEMBL510182,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/c4ccc(O)cc4)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,22,nM
CHEMBL513659,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(O)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,10,nM
CHEMBL2440580,O=P(O)(O)C(Nc1ccccc1)P(=O)(O)O,IC50,10000,nM
CHEMBL2440441,O=P(O)(O)C(Nc1ccc(Br)cc1)P(=O)(O)O,IC50,10000,nM
CHEMBL370662,O=P(O)(O)C(Nc1cccc(Br)c1)P(=O)(O)O,IC50,10000,nM
CHEMBL120886,NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl,IC50,18000,nM
CHEMBL2440578,O=[N+]([O-])c1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,IC50,10000,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,10,nM
CHEMBL2019139,Nc1oc2ccccc2c(=O)c1-c1ccc(Cl)cc1,IC50,8660,nM
CHEMBL2019140,Nc1oc2ccc(Cl)cc2c(=O)c1-c1ccc(Cl)cc1,IC50,3620,nM
CHEMBL2019143,COc1ccc(-c2c(N)oc3ccc(Cl)cc3c2=O)cc1,IC50,3660,nM
CHEMBL2019145,COc1ccc(-c2c(N)oc3ccccc3c2=O)cc1OC,IC50,8280,nM
CHEMBL42080,CCCCC(N)c1csc(S(N)(=O)=O)c1,IC50,626,nM
CHEMBL433921,COc1cccc(N2C(CN3CCOCC3)=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,IC50,1.27,nM
CHEMBL2172750,,,,
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,IC50,,
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,IC50,,
CHEMBL3415381,CCN[C@H]1C[C@H](CO[N+](=O)[O-])S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,156,nM
CHEMBL2172747,,,,
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,IC50,,
CHEMBL2019150,COc1ccc(-c2c(N)oc3cc(OC)ccc3c2=O)cc1,IC50,8740,nM
CHEMBL2019151,COc1ccc2c(=O)c(-c3ccc(OC)c(OC)c3)c(N)oc2c1,IC50,8350,nM
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,IC50,,
CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,IC50,,
CHEMBL45245,O=c1[nH]c2ccccc2c2ccccc12,IC50,,
CHEMBL1113,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,IC50,,
CHEMBL184,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,IC50,,
CHEMBL1455,CN(C)c1nc(N(C)C)nc(N(C)C)n1,IC50,,
CHEMBL2408081,CC(C)(C)c1cc(C(C)(C)C)c2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nccs4)cc3)c(Cl)c2c1,IC50,122,nM
CHEMBL2408079,Cc1ccnc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4ccccc4oc3=O)cc2)n1,IC50,51,nM
CHEMBL4476621,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,IC50,29,nM
CHEMBL36994,COc1ccc(C(=O)N2CCCC2=O)cc1,IC50,,
CHEMBL4107202,,IC50,770,nM
CHEMBL77675,,,,
CHEMBL234926,C=CCO,IC50,,
CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,IC50,,
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,IC50,,
CHEMBL3092998,NS(=O)(=O)NC[C@@H]1COc2ccccc2O1,IC50,77000,nM
CHEMBL3093001,NS(=O)(=O)NCCC1COc2ccccc2O1,IC50,25000,nM
CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,IC50,,
CHEMBL4068479,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1c1ccc(S(N)(=O)=O)cc1,IC50,198,nM
CHEMBL513141,Nc1ccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)cc1,IC50,1590,nM
CHEMBL513840,Nc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1,IC50,2600,nM
CHEMBL418,,,,
CHEMBL56337,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,IC50,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,101,nM
CHEMBL1200558,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,IC50,,
CHEMBL660,NC12CC3CC(CC(C3)C1)C2,IC50,,
CHEMBL4649491,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccccc2)nn1,IC50,20000,nM
CHEMBL4637712,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2cccc(F)c2)nn1,IC50,9780,nM
CHEMBL3291004,O=P(O)(O)C(P(=O)(O)O)S(=O)(=O)c1ccc(Br)cc1,IC50,10000,nM
CHEMBL220491,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,3.2,nM
CHEMBL120422,CCCCCCCCCS(=O)(=O)C(F)S(N)(=O)=O,IC50,3,nM
CHEMBL24447,,,,
CHEMBL1087,Cc1cccc(C)c1NC(=O)C1CCCCN1C,IC50,,
CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,IC50,,
CHEMBL1276024,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc3c2cc(C)n3CC(C)=O)c1-c1ccccc1,IC50,80,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,8200,nM
CHEMBL1276021,CCOC(=O)/C(=N/Nc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)OCC)c2-c2ccccc2)c1)C(C)=O,IC50,160,nM
CHEMBL2392427,NS(=O)(=O)c1ccc(CCNCc2cccc3ccccc23)cc1,IC50,153.18,nM
CHEMBL3093005,NS(=O)(=O)NC[C@H]1COc2c(F)cccc2O1,IC50,70000,nM
CHEMBL1064,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,IC50,,
CHEMBL1086777,Cc1ccc2scc(CNS(N)(=O)=O)c2c1,IC50,45000,nM
CHEMBL2333416,NS(=O)(=O)c1c(F)c(F)c(SCCO)c(F)c1F,IC50,10,nM
CHEMBL3415384,CCN[C@H]1CN(CCCO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,165,nM
CHEMBL3334745,O=C(CSc1nnc(-c2ccc(OCc3ccccc3)cc2)o1)c1cccc(O)c1,IC50,,
CHEMBL513840,Nc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1,IC50,2800,nM
CHEMBL2019147,COc1ccc(-c2c(N)oc3cc(Cl)ccc3c2=O)cc1OC,IC50,13700,nM
CHEMBL2019152,Nc1[nH]c2ccc(Cl)cc2c(=O)c1-c1ccccc1,IC50,9020,nM
